El-array,xA(m),xB(m),xM(m),xN(m),Rho (Ohm.m),Dev.,M (mV/V),SP (mV) ,VMN (mV),IAB (mA),LAT,LON,AB/2,MN/2,h,POS
Schlum. VES,90,405,240,255,3769.54,1.54,9.64,93.78,15.102,20.767,4.708233364,12.34376485,157.5,7.5,59.85,555
Schlum. VES,90,435,255,270,4682.19,4.78,10.58,-72.57,15.345,20.387,4.708233364,12.34376485,172.5,7.5,65.55,600
Schlum. VES,90,465,270,285,3771.88,2.73,10.15,-32.5,15.403,30.02,4.708233364,12.34376485,187.5,7.5,71.25,645
Schlum. VES,90,495,285,300,4957.44,4.74,10.79,-35.75,15.274,26.424,4.708233364,12.34376485,202.5,7.5,76.95,690
Schlum. VES,90,525,300,315,5209.7,0.76,8.35,105.13,15.216,28.904,4.708233364,12.34376485,217.5,7.5,82.65,735
Schlum. VES,90,555,315,330,5412.82,4.39,11.14,-59.31,15.369,32.113,4.708233364,12.34376485,232.5,7.5,88.35,780
Schlum. VES,90,585,330,345,5189.26,1.8,7.53,20.83,15.403,38.045,4.708233364,12.34376485,247.5,7.5,94.05,825
Schlum. VES,105,150,120,135,2059.17,4.16,10.96,-28.52,12.781,0.585,4.697386092,12.34454764,22.5,7.5,8.55,165
Schlum. VES,105,180,135,150,2141.29,12.68,14.68,0.81,13.612,1.797,4.697386092,12.34454764,37.5,7.5,14.25,210
Schlum. VES,105,210,150,165,2183.28,5.73,14.39,-25.75,14.665,3.798,4.697386092,12.34454764,52.5,7.5,19.95,255
Schlum. VES,105,240,165,180,2424.79,1.04,10.74,49.73,14.959,5.814,4.697386092,12.34454764,67.5,7.5,25.65,300
Schlum. VES,105,270,180,195,2345.33,2.98,10.36,26.61,15.13,9.12,4.697386092,12.34454764,82.5,7.5,31.35,345
Schlum. VES,105,300,195,210,2284.68,4.0,10.4,34.56,14.973,12.971,4.697386092,12.34454764,97.5,7.5,37.05,390
Schlum. VES,105,330,210,225,2860.75,4.46,13.03,-47.18,15.259,14.076,4.697386092,12.34454764,112.5,7.5,42.75,435
Schlum. VES,105,360,225,240,2944.07,2.39,10.17,17.97,15.145,17.454,4.697386092,12.34454764,127.5,7.5,48.45,480
Schlum. VES,105,390,240,255,3410.19,0.9,9.25,102.76,15.073,18.746,4.697386092,12.34454764,142.5,7.5,54.15,525
Schlum. VES,105,420,255,270,4234.15,4.3,10.88,-101.82,15.173,18.576,4.697386092,12.34454764,157.5,7.5,59.85,570
Schlum. VES,105,450,270,285,3479.51,0.94,9.12,-0.87,15.317,27.382,4.697386092,12.34454764,172.5,7.5,65.55,615
Schlum. VES,105,480,285,300,4591.02,4.25,10.21,-54.88,15.46,24.755,4.697386092,12.34454764,187.5,7.5,71.25,660
Schlum. VES,105,510,300,315,4908.1,1.09,8.49,52.77,15.259,26.665,4.697386092,12.34454764,202.5,7.5,76.95,705
Schlum. VES,105,540,315,330,5115.73,4.59,10.4,-34.05,15.317,29.629,4.697386092,12.34454764,217.5,7.5,82.65,750
Schlum. VES,105,570,330,345,4932.62,1.29,7.37,54.68,15.202,34.856,4.697386092,12.34454764,232.5,7.5,88.35,795
Schlum. VES,105,600,345,360,4067.0,3.51,9.42,-24.2,15.331,48.318,4.697386092,12.34454764,247.5,7.5,94.05,840
Schlum. VES,120,165,135,150,2292.38,4.99,12.58,-22.58,13.125,0.54,4.697285928,12.34455485,22.5,7.5,8.55,180
Schlum. VES,120,225,165,180,2343.85,5.65,14.4,-29.33,14.758,3.561,4.697285928,12.34455485,52.5,7.5,19.95,270
Schlum. VES,120,255,180,195,2217.59,0.34,10.85,120.33,15.045,6.394,4.697285928,12.34455485,67.5,7.5,25.65,315
Schlum. VES,120,285,195,210,2072.33,4.66,13.68,-86.58,15.35,10.472,4.697285928,12.34455485,82.5,7.5,31.35,360
Schlum. VES,120,315,210,225,2574.61,0.31,9.82,121.39,15.073,11.587,4.697285928,12.34455485,97.5,7.5,37.05,405
Schlum. VES,120,345,225,240,2631.48,3.38,13.11,-55.13,15.302,15.346,4.697285928,12.34455485,112.5,7.5,42.75,450
Schlum. VES,120,375,240,255,3079.26,2.41,9.26,66.14,15.231,16.782,4.697285928,12.34455485,127.5,7.5,48.45,495
Schlum. VES,120,405,255,270,3832.89,4.11,10.98,-77.55,15.188,16.806,4.697285928,12.34455485,142.5,7.5,54.15,540
Schlum. VES,120,435,270,285,3206.21,0.67,9.14,149.34,15.188,24.555,4.697285928,12.34455485,157.5,7.5,59.85,585
Schlum. VES,120,465,285,300,4266.44,3.51,9.81,-182.67,15.546,22.666,4.697285928,12.34455485,172.5,7.5,65.55,630
Schlum. VES,120,495,300,315,4594.0,1.12,9.42,-0.53,15.374,24.602,4.697285928,12.34455485,187.5,7.5,71.25,675
Schlum. VES,120,525,315,330,4867.67,1.96,9.76,-6.28,15.345,27.038,4.697285928,12.34455485,202.5,7.5,76.95,720
Schlum. VES,120,555,330,345,4682.86,2.14,8.07,43.9,15.231,32.186,4.697285928,12.34455485,217.5,7.5,82.65,765
Schlum. VES,120,585,345,360,3898.1,1.58,8.46,-6.99,15.102,43.816,4.697285928,12.34455485,232.5,7.5,88.35,810
Schlum. VES,120,615,360,375,4784.72,4.62,10.19,-21.93,15.302,40.993,4.697285928,12.34455485,247.5,7.5,94.05,855
Schlum. VES,135,180,150,165,2284.99,1.95,8.71,2.65,12.752,0.526,4.697190877,12.34456172,22.5,7.5,8.55,195
Schlum. VES,135,210,165,180,2410.5,1.41,13.69,-14.26,13.884,1.629,4.697190877,12.34456172,37.5,7.5,14.25,240
Schlum. VES,135,240,180,195,2169.15,0.84,10.66,75.01,14.787,3.855,4.697190877,12.34456172,52.5,7.5,19.95,285
Schlum. VES,135,270,195,210,1870.61,3.99,13.91,-70.37,15.302,7.71,4.697190877,12.34456172,67.5,7.5,25.65,330
Schlum. VES,135,300,210,225,2346.39,1.33,9.21,75.09,15.087,9.09,4.697190877,12.34456172,82.5,7.5,31.35,375
Schlum. VES,135,330,225,240,2378.6,3.21,12.78,-10.93,15.245,12.685,4.697190877,12.34456172,97.5,7.5,37.05,420
Schlum. VES,135,360,240,255,2759.59,0.67,10.01,84.23,15.145,14.483,4.697190877,12.34456172,112.5,7.5,42.75,465
Schlum. VES,135,390,255,270,3447.33,3.78,10.81,-99.98,15.231,14.99,4.697190877,12.34456172,127.5,7.5,48.45,510
Schlum. VES,135,420,270,285,2882.98,0.17,8.73,84.44,15.331,22.554,4.697190877,12.34456172,142.5,7.5,54.15,555
Schlum. VES,135,450,285,300,3907.97,4.65,11.09,-132.13,15.446,20.488,4.697190877,12.34456172,157.5,7.5,59.85,600
Schlum. VES,135,480,300,315,4216.83,1.34,8.66,21.52,15.331,22.615,4.697190877,12.34456172,172.5,7.5,65.55,645
Schlum. VES,135,510,315,330,4579.69,4.83,9.75,-23.16,15.431,24.77,4.697190877,12.34456172,187.5,7.5,71.25,690
Schlum. VES,135,540,330,345,4408.81,1.17,7.49,68.89,15.216,29.601,4.697190877,12.34456172,202.5,7.5,76.95,735
Schlum. VES,135,570,345,360,3709.71,3.67,9.84,-25.43,15.302,40.821,4.697190877,12.34456172,217.5,7.5,82.65,780
Schlum. VES,135,600,360,375,4581.54,1.66,9.36,-3.63,15.259,37.669,4.697190877,12.34456172,232.5,7.5,88.35,825
Schlum. VES,135,630,375,390,5191.55,4.7,10.46,-13.22,15.36,37.922,4.697190877,12.34456172,247.5,7.5,94.05,870
Schlum. VES,150,195,165,180,2403.2,4.9,11.8,-8.34,14.013,0.55,4.697089288,12.3445691,22.5,7.5,8.55,210
Schlum. VES,150,225,180,195,2207.64,11.75,7.99,46.02,13.891,1.779,4.697089288,12.3445691,37.5,7.5,14.25,255
Schlum. VES,150,255,195,210,1851.96,6.37,12.89,-42.21,14.901,4.55,4.697089288,12.3445691,52.5,7.5,19.95,300
Schlum. VES,150,285,210,225,2162.8,0.08,10.45,120.04,15.03,6.55,4.697089288,12.3445691,67.5,7.5,25.65,345
Schlum. VES,150,315,225,240,2186.88,3.53,13.51,-37.11,15.231,9.846,4.697089288,12.3445691,82.5,7.5,31.35,390
Schlum. VES,150,345,240,255,2459.67,1.11,10.55,183.92,15.145,12.186,4.697089288,12.3445691,97.5,7.5,37.05,435
Schlum. VES,150,375,255,270,3111.0,2.81,10.68,-186.68,15.245,12.932,4.697089288,12.3445691,112.5,7.5,42.75,480
Schlum. VES,150,405,270,285,2605.21,1.62,8.66,20.85,15.188,19.78,4.697089288,12.3445691,127.5,7.5,48.45,525
Schlum. VES,150,435,285,300,3603.84,4.38,10.55,-65.56,15.369,18.087,4.697089288,12.3445691,142.5,7.5,54.15,570
Schlum. VES,150,465,300,315,3940.33,4.65,11.98,-15.03,15.579,20.495,4.697089288,12.3445691,157.5,7.5,59.85,615
Schlum. VES,150,495,315,330,4256.96,2.22,9.43,1.23,15.388,22.486,4.697089288,12.3445691,172.5,7.5,65.55,660
Schlum. VES,150,525,330,345,4189.62,1.93,7.73,44.92,15.302,26.85,4.697089288,12.3445691,187.5,7.5,71.25,705
Schlum. VES,150,555,345,360,3517.59,1.62,8.68,-2.88,15.231,37.135,4.697089288,12.3445691,202.5,7.5,76.95,750
Schlum. VES,150,585,360,375,4414.8,4.57,9.49,-26.56,15.302,34.301,4.697089288,12.3445691,217.5,7.5,82.65,795
Schlum. VES,150,615,375,390,4968.7,2.89,7.73,7.68,15.073,34.31,4.697089288,12.3445691,232.5,7.5,88.35,840
Schlum. VES,150,645,390,405,4727.44,0.83,7.99,124.15,15.216,41.257,4.697089288,12.3445691,247.5,7.5,94.05,885
Schlum. VES,165,210,180,195,2582.48,3.16,8.25,54.49,12.637,0.461,4.69699407,12.34457589,22.5,7.5,8.55,225
Schlum. VES,165,240,195,210,1915.13,0.3,12.06,-51.31,14.156,2.09,4.69699407,12.34457589,37.5,7.5,14.25,270
Schlum. VES,165,270,210,225,2000.92,1.39,10.41,68.82,14.772,4.175,4.69699407,12.34457589,52.5,7.5,19.95,315
Schlum. VES,165,300,225,240,2010.19,1.58,13.61,-9.06,15.159,7.107,4.69699407,12.34457589,67.5,7.5,25.65,360
Schlum. VES,165,330,240,255,2236.62,0.46,10.88,129.53,15.016,9.491,4.69699407,12.34457589,82.5,7.5,31.35,405
Schlum. VES,165,360,255,270,2782.27,3.2,11.52,-145.29,15.159,10.784,4.69699407,12.34457589,97.5,7.5,37.05,450
Schlum. VES,165,390,270,285,2333.86,0.0,8.67,35.88,15.317,17.319,4.69699407,12.34457589,112.5,7.5,42.75,495
Schlum. VES,165,420,285,300,3232.74,3.82,10.99,-88.23,15.259,16.016,4.69699407,12.34457589,127.5,7.5,48.45,540
Schlum. VES,165,450,300,315,3593.44,1.26,8.83,16.84,15.259,18.01,4.69699407,12.34457589,142.5,7.5,54.15,585
Schlum. VES,165,480,315,330,3920.18,4.77,11.26,-26.87,15.396,20.357,4.69699407,12.34457589,157.5,7.5,59.85,630
Schlum. VES,165,510,330,345,3915.66,1.09,9.53,75.44,15.259,24.241,4.69699407,12.34457589,172.5,7.5,65.55,675
Schlum. VES,165,540,345,360,3315.42,3.36,10.17,-27.8,15.302,33.93,4.69699407,12.34457589,187.5,7.5,71.25,720
Schlum. VES,165,570,360,375,4190.11,1.64,8.7,-1.92,15.259,31.234,4.69699407,12.34457589,202.5,7.5,76.95,765
Schlum. VES,165,600,375,390,4806.07,4.48,11.35,-12.07,15.331,31.568,4.69699407,12.34457589,217.5,7.5,82.65,810
Schlum. VES,165,630,390,405,4517.2,0.56,8.32,126.29,15.216,38.097,4.69699407,12.34457589,232.5,7.5,88.35,855
Schlum. VES,165,660,405,420,4965.26,3.6,11.52,-69.98,15.331,39.577,4.69699407,12.34457589,247.5,7.5,94.05,900
Schlum. VES,180,225,195,210,2198.93,6.4,11.58,-43.01,12.68,0.543,4.696899522,12.34458276,22.5,7.5,8.55,240
Schlum. VES,180,255,210,225,2154.39,8.46,13.5,79.63,13.97,1.833,4.696899522,12.34458276,37.5,7.5,14.25,285
Schlum. VES,180,285,225,240,1905.44,0.83,12.61,-4.27,14.801,4.393,4.696899522,12.34458276,52.5,7.5,19.95,330
Schlum. VES,180,315,240,255,2083.43,3.02,10.94,149.66,14.93,6.754,4.696899522,12.34458276,67.5,7.5,25.65,375
Schlum. VES,180,345,255,270,2466.16,3.1,11.91,-154.51,15.145,8.682,4.696899522,12.34458276,82.5,7.5,31.35,420
Schlum. VES,180,375,270,285,2098.26,0.91,9.75,-5.14,15.173,14.313,4.696899522,12.34458276,97.5,7.5,37.05,465
Schlum. VES,180,405,285,300,2901.78,4.69,10.87,-39.82,15.102,13.734,4.696899522,12.34458276,112.5,7.5,42.75,510
Schlum. VES,180,435,300,315,3310.33,4.66,11.48,-24.2,15.322,15.704,4.696899522,12.34458276,127.5,7.5,48.45,555
Schlum. VES,180,465,315,330,3605.41,1.25,7.89,2.81,15.388,18.102,4.696899522,12.34458276,142.5,7.5,54.15,600
Schlum. VES,180,495,330,345,3644.47,2.14,7.63,41.21,15.274,21.724,4.696899522,12.34458276,157.5,7.5,59.85,645
Schlum. VES,180,525,345,360,3132.62,0.49,7.94,0.64,15.145,30.073,4.696899522,12.34458276,172.5,7.5,65.55,690
Schlum. VES,180,555,360,375,3992.03,4.49,10.34,-29.55,15.283,28.144,4.696899522,12.34458276,187.5,7.5,71.25,735
Schlum. VES,180,585,375,390,4596.36,1.59,8.55,16.03,15.302,28.553,4.696899522,12.34458276,202.5,7.5,76.95,780
Schlum. VES,180,615,390,405,4349.27,0.13,8.72,234.97,15.002,34.133,4.696899522,12.34458276,217.5,7.5,82.65,825
Schlum. VES,180,645,405,420,4753.77,3.34,11.33,-184.73,15.36,36.542,4.696899522,12.34458276,232.5,7.5,88.35,870
Schlum. VES,180,675,420,435,4343.06,0.74,9.12,108.51,15.03,44.359,4.696899522,12.34458276,247.5,7.5,94.05,915
Schlum. VES,195,240,210,225,2460.17,3.07,8.73,56.3,14.228,0.545,4.696793407,12.34459039,22.5,7.5,8.55,255
Schlum. VES,195,270,225,240,1782.75,10.93,8.01,5.25,13.655,2.166,4.696793407,12.34459039,37.5,7.5,14.25,300
Schlum. VES,195,300,240,255,1932.17,0.32,11.01,104.42,14.658,4.29,4.696793407,12.34459039,52.5,7.5,19.95,345
Schlum. VES,195,330,255,270,2242.97,6.15,11.44,-34.45,14.851,6.24,4.696793407,12.34459039,67.5,7.5,25.65,390
Schlum. VES,195,360,270,285,1859.64,2.38,10.69,-52.56,15.13,11.502,4.696793407,12.34459039,82.5,7.5,31.35,435
Schlum. VES,195,390,285,300,2575.94,3.74,10.91,-72.79,15.202,11.68,4.696793407,12.34459039,97.5,7.5,37.05,480
Schlum. VES,195,420,300,315,2915.43,1.06,7.9,9.99,15.03,13.605,4.696793407,12.34459039,112.5,7.5,42.75,525
Schlum. VES,195,450,315,330,3276.44,1.24,7.83,119.74,14.987,15.52,4.696793407,12.34459039,127.5,7.5,48.45,570
Schlum. VES,195,480,330,345,3331.67,2.87,10.64,-50.29,15.216,19.37,4.696793407,12.34459039,142.5,7.5,54.15,615
Schlum. VES,195,510,345,360,2921.06,3.23,9.61,-36.84,15.345,27.232,4.696793407,12.34459039,157.5,7.5,59.85,660
Schlum. VES,195,540,360,375,3704.45,1.39,7.4,4.51,14.973,25.142,4.696793407,12.34459039,172.5,7.5,65.55,705
Schlum. VES,195,570,375,390,4362.79,4.82,10.67,-13.36,15.073,25.398,4.696793407,12.34459039,187.5,7.5,71.25,750
Schlum. VES,195,600,390,405,4160.69,0.52,7.85,179.52,15.145,31.218,4.696793407,12.34459039,202.5,7.5,76.95,795
Schlum. VES,195,630,405,420,4518.67,3.37,10.99,-125.89,15.388,33.701,4.696793407,12.34459039,217.5,7.5,82.65,840
Schlum. VES,195,660,420,435,4140.81,1.04,8.55,37.17,15.159,41.404,4.696793407,12.34459039,232.5,7.5,88.35,885
Schlum. VES,195,690,435,450,6292.87,5.11,11.14,-96.21,15.474,31.519,4.696793407,12.34459039,247.5,7.5,94.05,930
Schlum. VES,210,255,225,240,2140.11,1.31,9.99,19.47,12.723,0.56,4.696687963,12.34459802,22.5,7.5,8.55,270
Schlum. VES,210,315,255,270,2033.7,4.4,11.27,-62.76,14.433,4.013,4.696687963,12.34459802,52.5,7.5,19.95,360
Schlum. VES,210,345,270,285,1588.35,2.0,9.25,63.33,14.973,8.884,4.696687963,12.34459802,67.5,7.5,25.65,405
Schlum. VES,210,375,285,300,2249.99,3.83,11.06,-119.02,15.073,9.471,4.696687963,12.34459802,82.5,7.5,31.35,450
Schlum. VES,210,405,300,315,2550.84,1.78,9.21,105.24,15.016,11.651,4.696687963,12.34459802,97.5,7.5,37.05,495
Schlum. VES,210,435,315,330,2951.76,4.37,11.75,-62.59,15.202,13.591,4.696687963,12.34459802,112.5,7.5,42.75,540
Schlum. VES,210,465,330,345,3007.23,3.16,10.6,-7.09,15.431,17.41,4.696687963,12.34459802,127.5,7.5,48.45,585
Schlum. VES,210,495,345,360,2642.03,0.22,6.99,6.45,15.159,24.334,4.696687963,12.34459802,142.5,7.5,54.15,630
Schlum. VES,210,525,360,375,3485.25,4.5,10.17,-35.04,15.226,22.646,4.696687963,12.34459802,157.5,7.5,59.85,675
Schlum. VES,210,555,375,390,4049.39,1.56,8.02,21.92,15.345,23.572,4.696687963,12.34459802,172.5,7.5,65.55,720
Schlum. VES,210,585,390,405,3941.92,1.18,8.29,122.42,15.231,28.404,4.696687963,12.34459802,187.5,7.5,71.25,765
Schlum. VES,210,615,405,420,4289.39,4.24,11.26,-83.36,15.145,30.282,4.696687963,12.34459802,202.5,7.5,76.95,810
Schlum. VES,210,645,420,435,3914.76,0.57,10.1,-1.89,15.216,38.465,4.696687963,12.34459802,217.5,7.5,82.65,855
Schlum. VES,210,675,435,450,5979.92,5.62,11.34,-44.64,15.281,28.901,4.696687963,12.34459802,232.5,7.5,88.35,900
Schlum. VES,210,705,450,465,5579.97,2.1,7.46,44.95,15.317,35.184,4.696687963,12.34459802,247.5,7.5,94.05,945
Schlum. VES,225,270,240,255,1868.52,2.72,9.71,71.93,12.709,0.641,4.69656894,12.34460665,22.5,7.5,8.55,285
Schlum. VES,225,300,255,270,1964.77,0.74,10.77,-81.77,13.626,1.961,4.69656894,12.34460665,37.5,7.5,14.25,330
Schlum. VES,225,330,270,285,1454.82,0.23,9.48,19.96,14.758,5.736,4.69656894,12.34460665,52.5,7.5,19.95,375
Schlum. VES,225,360,285,300,1977.57,2.19,11.33,-83.0,15.016,7.156,4.69656894,12.34460665,67.5,7.5,25.65,420
Schlum. VES,225,390,300,315,2244.43,0.68,8.63,40.61,15.002,9.449,4.69656894,12.34460665,82.5,7.5,31.35,465
Schlum. VES,225,420,315,330,2590.8,4.64,11.5,-54.26,15.202,11.613,4.69656894,12.34460665,97.5,7.5,37.05,510
Schlum. VES,225,450,330,345,2685.1,0.23,7.86,63.49,15.016,14.758,4.69656894,12.34460665,112.5,7.5,42.75,555
Schlum. VES,225,480,345,360,2386.77,2.7,10.12,-33.87,15.173,21.57,4.69656894,12.34460665,127.5,7.5,48.45,600
Schlum. VES,225,510,360,375,3183.52,1.33,7.4,1.82,15.03,20.024,4.69656894,12.34460665,142.5,7.5,54.15,645
Schlum. VES,225,540,375,390,3771.25,4.69,10.97,-11.42,15.188,20.876,4.69656894,12.34460665,157.5,7.5,59.85,690
Schlum. VES,225,570,390,405,3690.27,0.71,8.35,133.39,15.016,25.311,4.69656894,12.34460665,172.5,7.5,65.55,735
Schlum. VES,225,600,405,420,4074.45,3.52,10.97,-85.93,15.36,27.713,4.69656894,12.34460665,187.5,7.5,71.25,780
Schlum. VES,225,630,420,435,3711.93,1.43,9.66,-0.06,15.259,35.257,4.69656894,12.34460665,202.5,7.5,76.95,825
Schlum. VES,225,660,435,450,5663.87,5.36,11.12,-59.84,15.474,27.037,4.69656894,12.34460665,217.5,7.5,82.65,870
Schlum. VES,225,690,450,465,5283.71,1.25,8.67,62.06,15.216,32.571,4.69656894,12.34460665,232.5,7.5,88.35,915
Schlum. VES,225,720,465,480,6210.3,4.31,10.8,-19.69,15.403,31.79,4.69656894,12.34460665,247.5,7.5,94.05,960
Schlum. VES,240,285,255,270,2096.83,4.4,11.88,-74.15,12.628,0.568,4.696470285,12.34461369,22.5,7.5,8.55,300
Schlum. VES,240,315,270,285,1357.94,6.71,11.92,37.87,14.285,2.974,4.696470285,12.34461369,37.5,7.5,14.25,345
Schlum. VES,240,345,285,300,1719.14,4.35,11.77,-78.2,14.916,4.906,4.696470285,12.34461369,52.5,7.5,19.95,390
Schlum. VES,240,375,300,315,1969.76,4.85,9.83,115.17,14.923,7.14,4.696470285,12.34461369,67.5,7.5,25.65,435
Schlum. VES,240,405,315,330,2264.21,4.58,12.28,-103.23,15.274,9.537,4.696470285,12.34461369,82.5,7.5,31.35,480
Schlum. VES,240,435,330,345,2396.75,3.26,7.44,17.85,15.116,12.483,4.696470285,12.34461369,97.5,7.5,37.05,525
Schlum. VES,240,465,345,360,2134.82,0.11,7.18,7.92,15.216,18.81,4.696470285,12.34461369,112.5,7.5,42.75,570
Schlum. VES,240,495,360,375,2881.92,4.21,10.5,-38.95,15.169,17.858,4.696470285,12.34461369,127.5,7.5,48.45,615
Schlum. VES,240,525,375,390,3472.85,0.89,8.88,25.66,15.087,18.425,4.696470285,12.34461369,142.5,7.5,54.15,660
Schlum. VES,240,555,390,405,3420.45,1.4,8.34,95.25,15.374,23.299,4.696470285,12.34461369,157.5,7.5,59.85,705
Schlum. VES,240,585,405,420,3836.31,4.3,10.88,-60.05,15.317,24.835,4.696470285,12.34461369,172.5,7.5,65.55,750
Schlum. VES,240,615,420,435,3511.46,4.35,11.44,-20.48,15.302,32.036,4.696470285,12.34461369,187.5,7.5,71.25,795
Schlum. VES,240,645,435,450,5323.07,5.91,11.14,-22.74,15.417,24.84,4.696470285,12.34461369,202.5,7.5,76.95,840
Schlum. VES,240,675,450,465,5007.92,2.37,7.58,39.2,15.245,30.125,4.696470285,12.34461369,217.5,7.5,82.65,885
Schlum. VES,240,705,465,480,5815.51,1.39,9.95,-6.48,15.245,29.648,4.696470285,12.34461369,232.5,7.5,88.35,930
Schlum. VES,240,735,480,495,5029.66,0.28,8.77,142.06,15.188,38.705,4.696470285,12.34461369,247.5,7.5,94.05,975
Schlum. VES,255,300,270,285,1333.25,1.38,8.67,10.6,13.311,0.941,4.708136721,12.34377181,22.5,7.5,8.55,315
Schlum. VES,255,330,285,300,1614.82,4.42,8.37,-56.46,14.022,2.455,4.708136721,12.34377181,37.5,7.5,14.25,360
Schlum. VES,255,360,300,315,1744.09,0.71,10.0,31.02,14.815,4.804,4.708136721,12.34377181,52.5,7.5,19.95,405
Schlum. VES,255,390,315,330,1982.21,6.46,9.64,67.51,14.923,7.095,4.708136721,12.34377181,67.5,7.5,25.65,450
Schlum. VES,255,420,330,345,2107.93,2.67,10.35,-34.29,15.216,10.205,4.708136721,12.34377181,82.5,7.5,31.35,495
Schlum. VES,255,450,345,360,1911.19,2.61,9.9,-32.91,15.202,15.743,4.708136721,12.34377181,97.5,7.5,37.05,540
Schlum. VES,255,480,360,375,2549.25,1.46,7.9,0.47,15.03,15.559,4.708136721,12.34377181,112.5,7.5,42.75,585
Schlum. VES,255,510,375,390,3151.92,0.6,8.34,149.83,15.045,16.195,4.708136721,12.34377181,127.5,7.5,48.45,630
Schlum. VES,255,540,390,405,3141.54,0.22,11.66,-29.03,15.202,20.523,4.708136721,12.34377181,142.5,7.5,54.15,675
Schlum. VES,255,570,405,420,3555.38,3.12,11.42,-80.68,15.202,22.164,4.708136721,12.34377181,157.5,7.5,59.85,720
Schlum. VES,255,600,420,435,3300.95,1.81,9.92,-4.31,15.274,28.782,4.708136721,12.34377181,172.5,7.5,65.55,765
Schlum. VES,255,630,435,450,4988.98,5.21,10.99,-57.29,15.446,22.759,4.708136721,12.34377181,187.5,7.5,71.25,810
Schlum. VES,255,660,450,465,4710.22,1.44,7.99,66.7,15.202,27.681,4.708136721,12.34377181,202.5,7.5,76.95,855
Schlum. VES,255,690,465,480,5486.61,4.41,11.73,-23.3,15.345,27.678,4.708136721,12.34377181,217.5,7.5,82.65,900
Schlum. VES,255,720,480,495,4750.28,1.06,8.27,92.16,15.159,36.092,4.708136721,12.34377181,232.5,7.5,88.35,945
Schlum. VES,255,750,495,510,5643.36,3.6,11.05,-76.57,16.707,37.945,4.708136721,12.34377181,247.5,7.5,94.05,990
Schlum. VES,270,315,285,300,1729.32,4.83,11.86,-42.24,12.408,0.676,4.696344556,12.34462283,22.5,7.5,8.55,330
Schlum. VES,270,375,315,330,1820.49,4.77,11.89,-32.23,14.739,4.578,4.696344556,12.34462283,52.5,7.5,19.95,420
Schlum. VES,270,405,330,345,1894.77,1.17,8.26,110.58,15.059,7.49,4.696344556,12.34462283,67.5,7.5,25.65,465
Schlum. VES,270,435,345,360,1749.9,2.66,9.36,-86.41,15.13,12.224,4.696344556,12.34462283,82.5,7.5,31.35,510
Schlum. VES,270,465,360,375,2311.6,2.81,7.92,131.2,14.987,12.832,4.696344556,12.34462283,97.5,7.5,37.05,555
Schlum. VES,270,495,375,390,2854.48,2.91,10.56,-55.25,15.159,14.014,4.696344556,12.34462283,112.5,7.5,42.75,600
Schlum. VES,270,525,390,405,2897.93,2.21,7.93,6.2,15.102,17.681,4.696344556,12.34462283,127.5,7.5,48.45,645
Schlum. VES,270,555,405,420,3290.25,4.58,10.8,-42.98,15.188,19.577,4.696344556,12.34462283,142.5,7.5,54.15,690
Schlum. VES,270,585,420,435,3124.8,4.95,11.91,-32.81,15.517,25.741,4.696344556,12.34462283,157.5,7.5,59.85,735
Schlum. VES,270,615,435,450,4718.61,4.25,11.88,-11.67,15.188,20.021,4.696344556,12.34462283,172.5,7.5,65.55,780
Schlum. VES,270,645,450,465,4435.54,2.13,8.41,24.72,15.374,25.48,4.696344556,12.34462283,187.5,7.5,71.25,825
Schlum. VES,270,675,465,480,5181.53,0.73,8.36,3.88,15.302,25.329,4.696344556,12.34462283,202.5,7.5,76.95,870
Schlum. VES,270,705,480,495,4475.26,1.31,7.45,14.49,15.288,33.806,4.696344556,12.34462283,217.5,7.5,82.65,915
Schlum. VES,270,735,495,510,5440.45,3.11,9.88,-11.23,15.388,31.99,4.696344556,12.34462283,232.5,7.5,88.35,960
Schlum. VES,270,765,510,525,5857.94,0.95,8.72,89.12,15.231,33.326,4.696344556,12.34462283,247.5,7.5,94.05,1005
Schlum. VES,285,330,300,315,1460.02,2.53,7.73,17.22,12.494,0.807,4.696122101,12.34463884,22.5,7.5,8.55,345
