x,y,z,resistivity,chargeability
509974,459190,595,488.72,15.1
511119,459041,576,354.14,14.32
511161,458900,573,188.03,14.53
510872,459059,578,689.61,8.4
511010,458997,574,1021.86,15.27
511135,458951,569,881.71,17.34
510200,459398,600,809.58,13.92
511170,459037,574,449.28,13.31
510970,459017,578,845.62,16.67
510521,459173,606,584.92,21.69
510122,459191,595,130.59,23.75
511020,459042,577,1085.37,15.59
511124,459251,580,1337.64,17.72
510072,459191,596,184.52,18.89
510370,459170,598,362.76,17.62
510012,459300,597,195.07,14.33
510870,459035,578,808.66,10.79
510369,459194,599,332.35,18.15
510010,459450,609,820.03,17.91
509991,459550,614,148.9,20.68
511022,459598,591,554.91,14.55
510721,459023,578,602.32,16.0
510012,459350,604,1078.06,16.32
510011,459400,608,360.1,18.15
511121,459014,576,620.73,13.31
509823,459192,598,111.57,14.88
510923,459037,581,889.94,16.51
509986,459300,601,344.77,14.1
511229,459038,570,518.93,11.38
511270,459061,573,454.99,12.3
509900,459442,601,148.46,19.29
510011,459600,611,1137.68,17.01
510013,459150,592,809.33,15.68
509767,459169,595,68.92,20.72
510010,459450,609,646.62,15.71
509992,459199,594,172.42,15.48
509823,459192,598,82.31,15.16
509850,459400,600,137.9,22.74
511133,458904,570,538.36,14.08
510770,459039,578,786.18,17.48
510000,459442,610,592.65,11.46
509993,459450,610,816.37,14.0
509991,459500,612,235.85,17.69
509992,459199,594,237.74,14.94
509990,459350,606,205.57,19.14
510021,459192,599,373.69,17.02
511008,459250,588,641.63,17.57
510220,459110,593,53.58,28.81
511020,459017,576,1234.48,14.97
510770,459039,578,784.94,17.53
511320,459021,570,1213.35,11.27
511133,458904,570,839.91,14.35
510011,459550,610,315.13,17.46
509870,459090,651,406.54,17.05
511120,459058,578,275.34,17.07
509650,459394,601,192.4,17.64
509899,459397,599,30.49,9.81
509823,459192,598,88.56,16.09
509989,459650,611,132.17,23.14
511163,459051,576,273.26,16.35
510772,459060,581,1161.01,16.13
509875,459190,595,951.27,14.62
509990,459700,613,38.35,13.76
509800,459444,604,66.38,22.62
510008,459950,608,214.92,26.87
510012,459250,595,671.91,15.34
510872,459059,578,478.64,13.53
510120,459090,607,82.56,15.45
510772,459060,581,699.49,16.18
509974,459190,595,491.76,18.39
510250,459399,602,2026.85,18.15
511010,458900,569,434.97,10.93
510270,459090,600,23.32,16.44
511135,458951,569,568.5,18.92
509650,459454,604,58.89,30.06
510324,459194,599,313.44,16.33
510072,459191,596,330.04,15.65
510319,459110,593,51.15,24.62
510011,459600,611,1138.63,17.03
509919,459191,589,395.67,15.16
510921,459063,579,760.96,13.65
509920,459090,636,462.82,15.76
509991,459800,612,139.08,26.79
510721,459023,578,246.44,14.19
510150,459400,603,901.09,18.7
510676,459019,581,103.46,22.87
509993,459450,610,263.72,17.75
509992,459199,594,172.79,17.04
510569,459039,586,1597.81,13.97
510220,459091,601,86.83,17.45
509991,459400,608,453.46,14.57
510012,459100,590,413.52,13.96
510020,459090,632,317.36,17.72
510770,459039,578,506.32,24.54
509770,459090,658,105.84,20.69
510324,459194,599,297.65,17.86
511120,459302,580,1257.15,17.53
511008,459250,588,642.27,13.69
511018,459062,580,1010.92,15.71
509950,459441,605,86.16,10.84
510670,459057,581,122.14,22.5
511020,459042,577,498.65,17.13
510270,459090,600,81.2,18.78
510010,459450,609,1077.09,14.0
510100,459448,608,491.53,16.14
511129,459001,572,663.02,15.02
509650,459394,601,59.52,20.28
510012,459300,597,381.42,13.96
509875,459190,595,269.25,15.83
509990,459700,613,283.82,17.26
511125,459503,584,613.39,16.24
510100,459398,604,1006.68,17.76
510012,459350,604,1061.09,16.31
511125,458850,568,605.79,14.06
511125,458850,568,611.13,12.27
509997,459750,616,51.84,23.14
510772,459060,581,407.18,18.01
510220,459109,601,67.01,28.23
511010,458900,569,312.26,11.37
510370,459110,596,193.95,20.46
510270,459090,600,107.08,15.16
509920,459110,625,57.45,14.63
511270,459038,568,344.69,12.62
511071,459043,576,512.94,12.69
510270,459090,600,64.24,23.29
509824,459167,594,72.22,22.47
510100,459398,604,1723.14,16.92
511159,459100,578,174.47,16.16
510120,459090,607,175.7,16.76
509988,459150,590,136.5,15.7
509770,459110,624,72.15,26.72
510120,459090,607,175.84,16.74
510571,459054,586,749.95,15.61
510621,459055,583,67.2,22.79
510000,459398,610,1297.54,15.34
511124,459154,577,894.32,18.26
510170,459090,601,51.63,24.25
509799,459398,602,177.4,21.47
510319,459110,593,49.58,17.95
511160,459251,578,1273.36,17.89
509650,459394,601,94.9,18.53
511158,459500,590,956.33,18.77
511018,459646,595,405.95,13.94
511124,459154,577,532.65,19.0
510200,459398,600,1094.75,18.97
510012,459300,597,252.12,13.65
511124,459251,580,282.47,13.84
510420,459090,605,196.72,24.48
510969,459040,577,588.04,13.79
510012,459350,604,523.56,13.25
509950,459399,606,168.51,17.59
509991,459250,600,205.5,14.46
509993,459450,610,710.71,17.94
510200,459448,605,669.11,15.67
509992,459600,612,735.62,17.2
511022,459402,590,1446.04,16.0
511135,458951,569,749.04,14.89
511161,459000,578,249.43,13.08
510870,459019,576,801.66,9.55
510569,459039,586,431.9,18.29
510200,459448,605,663.69,15.86
511221,459020,575,1118.74,13.35
511013,458849,567,828.28,16.26
510676,459019,581,211.37,21.93
509870,459090,651,636.4,17.06
511135,458951,569,927.83,17.44
510270,459110,593,92.03,9.33
509820,459110,624,90.16,29.73
510420,459189,596,569.2,18.62
511011,458949,574,1088.1,14.82
509550,459392,608,37.24,22.31
511135,458951,569,937.79,12.51
510011,459501,610,516.88,14.86
511370,459036,568,885.56,10.13
510670,459057,581,207.37,16.14
509919,459191,589,467.85,16.75
510012,459250,595,670.57,15.5
509993,459450,610,385.45,23.48
511121,459014,576,621.01,13.34
511135,458951,569,926.36,17.33
510817,459036,571,342.6,11.67
510270,459090,600,30.13,17.46
510722,459057,581,293.17,28.23
509950,459441,605,299.17,11.12
510670,459057,581,592.72,16.46
511472,459024,568,1304.45,9.96
510011,459800,612,53.58,22.96
509823,459192,598,113.67,15.39
509991,459800,612,49.99,25.67
511010,458900,569,547.07,11.34
510171,459191,594,331.5,19.7
509799,459398,602,69.56,27.49
510170,459090,601,92.1,19.92
510100,459398,604,735.75,18.28
509990,459700,613,38.42,17.56
511221,459020,575,683.99,11.73
510772,459060,581,413.52,13.63
509875,459190,595,96.71,14.95
509968,459170,584,712.71,15.06
509974,459190,595,659.6,18.49
509767,459169,595,54.18,28.74
510010,459200,593,894.51,14.7
511157,459351,587,391.23,17.34
511161,458800,569,994.04,15.76
509900,459442,601,103.05,20.18
510870,459019,576,535.91,13.18
510170,459090,601,39.26,26.08
511014,458800,566,1153.73,12.72
511018,459062,580,539.37,16.78
509820,459110,624,55.32,27.57
510170,459090,601,70.73,17.16
510415,459173,593,626.04,20.5
509850,459441,600,85.56,22.13
511159,459300,586,1365.61,16.38
509899,459397,599,49.83,11.65
509820,459110,624,156.53,12.46
510068,459164,593,73.76,23.03
510921,459019,583,950.29,12.72
509770,459090,658,41.93,30.97
509991,459800,612,37.41,20.19
511159,459100,578,824.57,17.17
510571,459017,583,1516.98,14.17
511016,459201,586,392.17,16.52
510010,459450,609,225.63,17.47
510011,459600,611,43.73,14.87
510171,459191,594,335.33,16.36
510220,459170,596,150.02,18.32
510719,459039,575,195.12,22.52
510370,459170,598,295.2,17.86
509987,459900,607,36.41,21.19
510721,459023,578,290.52,26.0
509870,459169,591,206.54,19.56
510000,459398,610,356.71,15.63
510170,459090,601,129.77,18.15
510120,459090,607,82.39,15.16
509870,459110,625,131.43,25.88
509700,459396,601,74.7,18.95
509991,459250,600,132.84,16.28
509823,459192,598,94.85,10.13
511161,458900,573,808.35,15.35
511159,459151,578,737.12,17.95
510668,459038,577,900.68,17.28
510220,459102,601,67.66,16.92
511121,459354,583,1300.93,17.61
511011,458949,574,607.2,11.39
510370,459090,601,90.63,16.97
510220,459110,593,51.62,21.9
511010,458900,569,312.36,11.36
509550,459392,608,91.69,20.03
511320,459037,574,1034.3,11.95
510170,459110,593,124.57,15.58
511162,458951,572,378.76,14.58
509993,459450,610,274.76,17.15
510020,459110,587,219.56,18.19
510011,459501,610,225.93,15.18
511016,459296,594,812.68,18.56
509800,459444,604,98.34,20.8
509986,459300,601,163.62,16.0
511008,459250,588,1921.06,16.04
510122,459191,595,366.63,16.19
510220,459170,596,200.38,17.49
509992,459100,589,317.87,15.22
510622,459038,581,331.15,12.61
510012,459350,604,1010.55,18.38
509700,459396,601,105.79,16.68
511123,459050,575,712.42,17.71
511124,459251,580,1324.26,17.34
510000,459442,610,615.77,13.55
509870,459169,591,329.71,15.03
509750,459447,603,50.08,21.53
509823,459192,598,309.35,14.19
509823,459192,598,358.42,12.75
509920,459090,636,479.61,14.3
510068,459164,593,116.94,24.56
510012,459850,610,44.55,20.8
509950,459399,606,747.89,14.52
511125,459201,579,1066.83,19.28
510000,459442,610,333.36,13.53
510072,459191,596,358.28,18.84
510011,459800,612,1079.74,18.54
511162,459700,586,183.05,14.35
510420,459090,605,191.55,20.87
510250,459399,602,970.07,15.63
509870,459110,625,461.57,15.41
509700,459396,601,44.36,22.81
510770,459039,578,299.81,20.96
511070,459019,576,557.17,13.58
510320,459090,599,151.05,15.23
509991,459500,612,918.87,13.77
509993,459450,610,880.96,14.23
510370,459170,598,203.88,17.6
510120,459110,592,92.54,21.92
510022,459171,591,167.9,22.27
509601,459395,602,214.79,15.66
510719,459039,575,274.99,14.47
510120,459165,601,210.48,22.14
509770,459090,658,134.15,28.7
511135,458951,569,569.56,18.89
510622,459038,581,308.05,18.89
509750,459395,602,96.49,17.09
510472,459191,602,549.09,14.11
510772,459060,581,374.44,25.17
510020,459090,632,53.98,6.79
511124,459251,580,1007.78,19.07
510572,459172,596,560.45,17.27
511013,459451,592,439.3,21.22
510270,459170,596,215.16,12.83
510120,459165,601,265.75,17.52
510370,459090,601,90.72,19.16
509870,459169,591,164.06,21.35
511018,459062,580,648.58,13.57
510719,459039,575,447.25,17.87
511129,459400,579,876.69,17.64
510220,459170,596,99.4,16.86
510010,459450,609,811.67,18.88
511124,459154,577,1747.46,17.83
509992,459199,594,773.27,15.1
510000,459398,610,358.47,16.19
510719,459039,575,178.89,18.02
511159,459100,578,222.9,11.12
510011,459550,610,160.87,24.95
509550,459458,620,119.81,20.05
509650,459454,604,119.6,17.91
509899,459397,599,158.2,19.6
509991,459250,600,272.19,14.66
511121,459650,590,264.13,19.22
510721,459023,578,117.48,22.4
509993,459450,610,709.97,17.87
511170,459017,575,269.87,12.5
509700,459396,601,64.19,15.93
510012,459850,610,121.92,29.47
509992,459100,589,85.73,13.22
511071,459043,576,448.43,13.69
509970,459090,630,28.58,9.91
509799,459398,602,69.72,27.68
509767,459169,595,59.39,12.94
510010,459450,609,692.49,27.73
510400,459403,593,1026.84,13.42
511014,458800,566,407.98,8.98
510668,459038,577,84.42,23.82
510719,459039,575,447.55,18.0
510011,459400,608,347.45,13.86
510220,459110,593,30.45,15.63
510719,459039,575,275.1,13.45
509920,459110,625,447.89,15.63
510012,459300,597,382.71,14.32
510020,459090,632,43.14,2.68
511121,459014,576,250.64,14.9
510821,459023,568,357.43,20.61
510120,459110,592,233.8,20.08
509899,459397,599,39.93,12.27
511160,458851,570,1144.26,15.74
509799,459398,602,176.3,20.75
510921,459063,579,471.11,1.33
509650,459454,604,41.04,22.43
509601,459395,602,137.44,16.84
510070,459090,607,36.85,25.03
510170,459110,593,54.14,28.01
510170,459110,593,99.99,21.35
510370,459090,601,169.14,17.35
511163,459051,576,774.78,18.93
510000,459442,610,1364.06,13.62
510120,459110,592,51.44,21.95
511170,459060,578,417.57,13.24
510050,459398,608,457.29,18.11
511160,459200,578,506.59,19.41
509991,459550,614,213.96,18.83
510370,459170,598,363.37,17.79
510220,459106,601,19.15,26.64
510401,459448,593,1719.42,16.44
511161,458800,569,736.01,13.46
510100,459448,608,960.31,13.99
511071,459043,576,449.42,13.73
509650,459394,601,36.5,14.88
511270,459019,569,383.55,12.15
509990,459700,613,57.96,21.17
510070,459110,591,66.37,20.07
509990,459350,606,495.75,14.08
509601,459395,602,116.39,18.46
511016,459201,586,692.59,18.08
510324,459194,599,247.25,23.08
509920,459090,636,479.88,14.32
511124,459154,577,1320.24,15.63
510200,459448,605,663.54,15.92
510011,459400,608,1343.53,19.69
509775,459194,600,84.56,20.21
509919,459191,589,106.23,17.14
509899,459397,599,30.49,10.87
509991,459550,614,439.6,16.12
510150,459400,603,911.15,13.88
509920,459090,636,57.31,19.87
509775,459194,600,56.95,18.49
510011,459501,610,958.46,18.83
510420,459189,596,390.51,15.94
511008,459250,588,1512.36,13.9
511014,458800,566,1031.82,13.72
510270,459170,596,216.96,12.75
510921,459019,583,928.83,12.5
509700,459452,605,43.51,22.82
510719,459039,575,275.22,14.73
509850,459400,600,111.26,20.51
509988,459150,590,432.4,17.28
510821,459023,568,341.38,12.77
509920,459090,636,333.23,21.0
510270,459090,600,80.98,19.12
511129,459001,572,323.84,14.52
509870,459090,651,635.94,17.03
510010,459200,593,423.94,14.84
510571,459054,586,261.4,6.85
511022,459402,590,1135.08,14.63
511162,458951,572,334.89,12.19
509800,459444,604,134.53,17.33
509870,459110,625,369.74,11.88
511159,459100,578,827.93,17.0
511126,459100,577,975.14,17.28
509991,459550,614,309.39,16.75
510324,459172,599,166.59,18.48
511123,458802,569,1018.83,15.54
511017,459698,590,351.32,16.78
511010,458997,574,749.29,18.01
510168,459163,595,300.85,16.07
509870,459110,625,339.06,16.86
510000,459398,610,887.58,14.64
511229,459038,570,1483.8,14.35
509992,459600,612,246.8,18.59
510010,459700,613,61.83,20.56
510520,459110,596,142.53,27.8
510122,459191,595,312.41,20.64
509650,459394,601,36.47,14.65
510011,459750,610,57.44,20.96
510120,459090,607,47.68,21.98
509850,459400,600,175.71,21.44
511124,459251,580,536.9,18.48
511124,459251,580,284.63,11.37
511135,458951,569,751.93,13.86
510969,459060,579,609.27,21.04
509992,459199,594,801.02,16.59
509823,459192,598,366.19,12.35
510000,459442,610,220.29,13.73
511160,458851,570,868.98,18.94
510012,459650,610,535.11,12.85
510012,459350,604,221.43,8.82
510013,459150,592,171.95,11.62
511120,459058,578,335.79,16.27
509799,459398,602,165.34,18.97
509950,459441,605,692.65,15.3
509899,459397,599,207.71,18.86
509970,459090,630,134.56,23.44
509799,459398,602,33.78,3.19
509997,459750,616,37.37,15.48
511016,459050,576,391.94,13.78
509601,459395,602,210.95,17.06
510070,459110,591,128.31,19.63
510011,459800,612,105.87,27.1
509767,459169,595,96.75,17.78
509700,459452,605,36.97,21.18
509799,459398,602,117.83,26.57
510012,459250,595,322.79,13.93
510921,459063,579,756.39,14.36
511018,459099,577,403.24,16.49
511020,459017,576,1062.21,14.96
511160,459251,578,1021.27,17.6
511010,458997,574,316.24,10.45
509824,459167,594,383.96,15.94
511161,458900,573,652.8,18.66
511020,459042,577,1083.04,15.26
510824,459058,573,153.48,7.72
509993,459450,610,426.55,16.47
509500,459464,607,135.08,15.1
509899,459397,599,30.9,16.44
511161,458800,569,734.28,13.53
510668,459038,577,284.65,13.57
509900,459442,601,70.63,14.52
511159,459151,578,324.66,12.43
510772,459060,581,407.07,14.5
510013,459150,592,688.86,16.64
511120,459451,582,350.21,18.69
510320,459090,599,155.84,23.23
510012,459350,604,260.02,9.71
509919,459191,589,325.84,16.91
510122,459191,595,350.95,17.93
510625,459011,582,1189.11,14.79
510008,459950,608,38.46,24.91
511119,459041,576,796.69,15.33
511125,459201,579,1063.61,19.16
510817,459036,571,249.69,17.66
509767,459169,595,30.5,22.4
510012,459250,595,323.31,12.42
510011,459550,610,1118.14,18.59
510450,459400,589,1134.85,14.88
509899,459397,599,180.63,19.06
509800,459444,604,134.44,16.04
509824,459167,594,381.78,15.95
510010,459700,613,285.1,17.12
510719,459039,575,471.46,23.78
511160,459251,578,739.88,16.68
509992,459199,594,624.98,14.68
510120,459090,607,69.19,17.05
509601,459395,602,74.88,18.64
511133,458904,570,969.83,14.39
510011,459750,610,397.33,19.0
510022,459171,591,120.44,26.09
510000,459398,610,888.07,14.63
510324,459194,599,296.84,17.48
510000,459398,610,1413.57,17.58
510415,459173,593,350.99,15.02
511018,459099,577,839.74,18.09
511160,459200,578,507.97,19.24
511020,459042,577,1206.06,13.39
510623,459190,590,848.03,15.13
511160,459450,587,933.22,19.0
509950,459399,606,183.78,11.86
511161,458900,573,1019.15,17.93
511123,459598,586,449.99,17.65
511133,458904,570,661.74,16.77
510621,459055,583,1559.49,16.03
511170,459037,574,313.8,13.29
510012,459850,610,50.65,24.43
511018,459062,580,362.97,19.91
511010,458997,574,1784.46,16.22
511016,459050,576,590.33,10.83
510012,459350,604,588.41,14.54
510621,459055,583,67.52,18.23
510012,459250,595,166.33,11.36
510021,459192,599,124.73,20.93
510068,459164,593,225.64,23.08
509899,459397,599,95.99,18.3
510772,459060,581,520.37,15.32
509850,459441,600,47.08,16.7
509991,459550,614,653.18,13.9
511163,459600,592,1057.37,17.09
509700,459452,605,131.04,13.13
509991,459400,608,719.18,14.15
510621,459055,583,333.66,11.81
510021,459192,599,303.84,18.51
511161,458900,573,934.6,17.24
510324,459172,599,263.34,15.81
510021,459192,599,436.25,14.35
509850,459441,600,76.75,18.71
510000,459398,610,359.88,12.11
510249,459448,603,1029.8,13.72
509500,459464,607,37.05,18.29
511160,459200,578,845.44,16.88
511159,459300,586,507.54,17.34
509601,459395,602,42.01,13.51
509900,459442,601,150.76,18.73
510000,459442,610,697.11,14.31
510068,459164,593,606.72,18.27
510010,459450,609,225.91,16.07
509974,459190,595,227.22,17.42
511161,458900,573,652.59,18.59
510270,459090,600,30.25,22.43
510870,459035,578,665.39,11.99
510370,459090,601,162.57,19.34
511011,458949,574,726.11,14.11
509770,459110,624,87.78,21.82
510676,459019,581,514.87,18.92
509550,459458,620,63.99,18.11
509800,459444,604,35.94,2.67
511016,459296,594,536.56,12.69
510011,459501,610,315.26,11.51
511159,459151,578,1243.87,18.26
510670,459057,581,316.85,12.15
510870,459035,578,925.92,17.23
509950,459441,605,174.99,12.3
510000,459398,610,1414.34,17.51
510220,459110,593,30.53,10.44
509899,459397,599,157.57,19.75
509875,459190,595,377.84,15.04
510171,459191,594,330.83,19.68
510772,459060,581,484.95,24.77
510270,459170,596,227.11,20.17
510013,459150,592,167.54,16.36
510011,459600,611,68.21,22.13
510072,459191,596,329.4,15.66
510721,459023,578,198.66,15.34
511160,458851,570,291.84,16.2
510220,459105,601,36.59,23.48
510020,459110,587,44.68,25.01
509992,459600,612,35.58,10.28
510021,459192,599,575.27,18.66
510817,459036,571,363.05,19.72
509800,459444,604,65.97,12.68
509823,459192,598,113.68,15.43
509950,459399,606,492.12,14.79
510000,459398,610,529.22,14.28
509970,459090,630,279.1,18.22
510719,459039,575,447.95,17.57
510824,459058,573,1028.08,13.77
509992,459600,612,536.06,14.79
510872,459059,578,642.8,17.34
509650,459394,601,61.72,23.81
511229,459038,570,500.46,13.42
510012,459650,610,185.87,22.5
510220,459093,601,59.54,20.11
511010,458997,574,1024.03,15.27
510420,459110,601,311.87,22.28
511129,459001,572,666.05,14.91
511014,458800,566,1107.91,15.73
510270,459170,596,128.92,20.39
509775,459194,600,76.31,20.47
510013,459150,592,214.23,13.51
509919,459191,589,545.01,13.6
510150,459400,603,736.31,13.44
510072,459191,596,603.99,18.64
510170,459090,601,25.64,3.66
510772,459060,581,521.28,15.63
510020,459110,587,92.5,18.62
509700,459452,605,157.24,15.23
509601,459395,602,34.53,22.76
511018,459099,577,533.24,11.27
510122,459191,595,351.07,17.84
510021,459192,599,574.99,18.71
510000,459442,610,472.58,13.02
510011,459501,610,987.59,12.27
509750,459395,602,81.73,24.32
510415,459173,593,298.43,18.2
510200,459398,600,1158.62,18.22
510370,459110,596,102.59,19.2
510670,459057,581,317.52,12.4
509601,459395,602,48.07,17.55
511013,458849,567,987.21,11.64
510872,459059,578,479.81,13.09
510969,459040,577,991.51,16.55
509991,459250,600,238.75,14.08
510010,459450,609,450.05,19.7
510012,459350,604,1050.78,16.25
511016,459050,576,391.67,13.72
509823,459192,598,357.43,12.74
510270,459110,593,58.72,21.97
510676,459019,581,211.41,21.96
509850,459400,600,22.61,5.91
509991,459250,600,138.67,14.09
509850,459400,600,175.81,21.54
510012,459100,590,342.02,15.9
510220,459188,596,170.89,20.19
509700,459452,605,68.7,24.76
510200,459448,605,1103.88,13.84
511125,458850,568,1055.72,14.47
510569,459039,586,345.0,11.21
510817,459036,571,282.27,17.16
511010,458997,574,567.35,11.54
510300,459448,602,1380.73,16.79
511123,458802,569,829.84,15.35
511159,459100,578,1308.92,17.15
510200,459448,605,971.9,14.81
510070,459090,607,63.12,15.9
511014,458800,566,605.44,11.91
509950,459441,605,85.55,19.26
509799,459398,602,118.1,26.57
509799,459398,602,72.86,14.48
511016,459050,576,443.11,15.59
510011,459600,611,732.33,15.17
510012,459650,610,69.84,22.28
510012,459350,604,257.31,5.56
509770,459110,624,127.47,25.17
509601,459395,602,51.4,17.02
509550,459458,620,48.53,17.93
509870,459090,651,134.59,23.03
510870,459035,578,790.13,16.15
509925,459165,583,319.88,15.8
509750,459447,603,72.59,24.22
510012,459350,604,550.21,13.88
509750,459447,603,65.05,15.37
509991,459500,612,310.29,17.57
509750,459447,603,37.69,27.72
510824,459058,573,493.48,12.89
510249,459448,603,684.92,15.35
511071,459043,576,478.46,16.0
510011,459600,611,194.91,22.14
510011,459400,608,1294.28,19.8
510470,459110,598,141.51,18.03
510068,459164,593,148.18,23.9
510011,459600,611,43.85,18.33
511125,459201,579,774.31,18.04
510072,459191,596,291.28,22.04
509970,459090,630,369.19,13.56
510668,459038,577,515.07,22.75
510122,459191,595,350.99,17.97
510120,459090,607,24.55,8.39
510824,459058,573,70.19,9.6
509820,459090,652,310.82,21.25
511010,458997,574,316.9,10.52
510012,459350,604,531.33,12.2
510020,459090,632,317.64,17.69
511163,459051,576,901.53,16.43
511120,459302,580,861.62,18.25
510719,459039,575,107.64,20.26
510020,459110,587,60.47,16.01
510011,459550,610,570.84,14.51
509992,459100,589,445.1,14.0
510070,459090,607,75.04,19.1
510970,459017,578,800.13,16.64
509992,459100,589,291.45,15.31
510022,459171,591,538.05,16.19
510020,459090,632,180.54,19.37
510220,459188,596,299.39,13.93
510622,459038,581,1218.94,14.25
511018,459099,577,785.06,15.68
510270,459090,600,108.3,14.36
509650,459454,604,129.83,14.91
511160,459200,578,1135.7,18.21
510000,459398,610,409.52,12.02
510021,459192,599,523.23,16.12
510220,459170,596,149.05,26.72
509600,459458,609,135.73,15.36
509550,459458,620,135.72,19.18
511013,458849,567,923.78,12.74
509500,459464,607,96.53,13.58
510170,459110,593,124.31,14.92
510572,459172,596,380.93,14.16
511016,459050,576,571.46,16.48
510068,459164,593,307.46,15.95
510872,459059,578,687.9,8.46
511133,458904,570,167.42,13.47
510623,459190,590,835.23,18.55
510011,459501,610,958.4,18.85
510817,459036,571,362.57,13.14
510100,459398,604,243.87,16.04
509925,459165,583,26.04,23.2
511161,458900,573,932.82,13.68
511420,459045,568,1968.99,8.79
510122,459191,595,170.71,22.6
510012,459350,604,608.11,14.17
510011,459501,610,505.8,16.17
511170,459037,574,733.26,14.63
510817,459036,571,362.91,19.71
511160,459251,578,413.08,18.72
510020,459090,632,142.15,23.38
510921,459063,579,759.58,13.8
510721,459023,578,173.09,19.67
511022,459402,590,982.88,16.95
509993,459450,610,265.67,6.56
509991,459500,612,1093.99,18.07
509992,459199,594,125.36,15.86
510668,459038,577,254.55,16.23
511120,459302,580,1442.64,15.97
509600,459458,609,65.97,18.44
510870,459035,578,495.13,15.3
510100,459448,608,1197.09,17.37
509925,459165,583,360.54,18.75
510150,459400,603,332.49,16.88
510220,459103,601,59.52,20.21
510150,459450,604,1179.65,13.99
509770,459090,658,84.83,26.25
510120,459090,607,97.19,19.89
509974,459190,595,228.03,18.25
509870,459110,625,193.0,19.82
509991,459400,608,252.44,21.81
509950,459441,605,891.91,13.43
511229,459038,570,1052.86,14.0
510013,459150,592,448.04,16.25
510013,459150,592,621.99,16.81
511010,458900,569,866.75,10.18
510569,459039,586,53.03,25.93
509988,459150,590,151.76,15.51
510200,459448,605,971.69,14.78
509820,459110,624,185.51,16.05
511160,458851,570,609.49,12.43
511162,458951,572,481.45,10.77
510010,459450,609,284.7,16.92
509992,459600,612,259.84,16.06
511161,459000,578,722.31,18.6
509800,459444,604,105.84,20.89
509700,459396,601,107.8,18.11
509601,459395,602,75.45,20.78
510571,459017,583,67.55,19.04
510521,459173,606,399.78,13.86
510012,459250,595,275.73,10.77
510010,459700,613,158.88,22.8
511124,459154,577,408.93,15.74
511221,459060,577,1302.66,14.59
509850,459441,600,67.34,29.28
511270,459038,568,972.62,13.13
511119,459041,576,845.37,16.08
510000,459442,610,616.1,13.39
509919,459191,589,188.03,14.84
510870,459035,578,568.67,12.73
510122,459191,595,313.26,20.59
511157,459351,587,186.06,18.55
511010,458900,569,686.53,16.59
509899,459397,599,40.23,10.9
511120,459058,578,435.33,14.54
510020,459110,587,60.99,20.56
509992,459600,612,259.03,15.92
511161,458800,569,171.96,9.87
510817,459036,571,102.22,10.0
510068,459164,593,117.04,24.8
511159,459300,586,352.28,19.54
510170,459090,601,103.11,16.48
511159,459100,578,1026.3,16.68
510010,459450,609,479.47,15.46
509800,459444,604,36.25,15.83
510270,459110,593,97.3,19.32
510000,459442,610,334.09,19.53
511020,459042,577,1207.77,14.83
510068,459164,593,540.26,19.49
509991,459550,614,68.21,18.52
511158,459500,590,629.99,16.5
510324,459194,599,294.05,17.24
511018,459646,595,471.95,17.98
511120,459058,578,300.24,12.19
509500,459464,607,76.82,18.17
510870,459019,576,841.88,16.97
509550,459392,608,50.23,12.64
510050,459398,608,928.33,15.53
510011,459501,610,988.05,13.26
510012,459300,597,431.82,14.31
510170,459090,601,92.18,19.83
510010,459450,609,500.25,18.19
510011,459400,608,1344.87,20.02
510721,459023,578,242.97,18.02
510100,459448,608,903.74,14.48
511014,458800,566,1032.93,13.75
510011,459600,611,514.75,13.66
510923,459037,581,815.54,9.47
510122,459191,595,366.58,16.19
509992,459600,612,440.02,15.25
510921,459019,583,970.92,8.71
510011,459600,611,582.95,13.71
511120,459302,580,323.31,17.31
509820,459090,652,310.75,21.11
509990,459350,606,481.09,14.01
510824,459058,573,424.62,21.01
510011,459550,610,314.23,17.39
509968,459170,584,630.19,19.15
510370,459090,601,126.68,21.45
510168,459163,595,242.26,15.09
511020,459017,576,660.25,16.43
510011,459501,610,980.58,12.84
509550,459392,608,136.66,18.32
511021,458749,564,341.38,8.37
510921,459063,579,849.8,16.94
510270,459170,596,129.81,23.83
510521,459173,606,384.9,14.48
510011,459400,608,933.53,15.91
511020,459150,581,536.7,15.55
510571,459054,586,464.57,14.97
510011,459400,608,904.66,15.19
511160,459200,578,1388.4,18.21
511161,458800,569,991.17,16.34
509970,459110,625,417.81,13.43
511120,459302,580,647.04,18.05
510011,459501,610,999.6,18.31
510000,459442,610,1055.95,13.97
510569,459039,586,108.14,22.34
509870,459169,591,206.99,19.6
510521,459173,606,400.22,14.29
511124,459154,577,397.87,15.11
510010,459450,609,1073.11,14.79
510122,459191,595,170.76,23.35
511160,459200,578,1412.87,17.22
511073,459060,579,1072.48,16.81
510270,459090,600,46.53,24.6
510220,459110,593,22.57,25.47
511022,459402,590,353.24,14.38
511013,458849,567,756.11,17.22
509991,459800,612,37.35,19.48
510921,459019,583,970.93,8.74
509989,459650,611,62.93,23.74
510220,459110,593,74.52,25.89
509870,459169,591,193.49,16.8
511125,459201,579,776.52,17.99
510011,459501,610,1031.6,13.75
511124,459154,577,366.05,12.29
509991,459500,612,235.98,17.47
510000,459398,610,358.02,16.39
509550,459458,620,63.77,19.86
