x,y,z,resistivity,chargeability,profil_id
510249,459448,603,684.92,15.35,profil 15
510300,459448,602,1380.73,16.79,profil 15
510300,459448,602,1301.58,14.31,profil 15
510300,459448,602,983.69,15.62,profil 15
510350,459447,596,1524.5,15.7,profil 15
510350,459447,596,1378.92,14.78,profil 15
510401,459448,593,1719.42,16.44,profil 15
510569,459039,586,53.03,25.93,profil 2
510569,459039,586,108.09,22.37,profil 2
510569,459039,586,247.62,22.81,profil 2
510569,459039,586,431.9,18.29,profil 2
510569,459039,586,1596.5,13.95,profil 2
510569,459039,586,1337.54,15.93,profil 2
510569,459039,586,698.74,17.03,profil 2
510569,459039,586,378.16,12.26,profil 2
510569,459039,586,345.0,11.21,profil 2
510569,459039,586,321.99,14.34,profil 2
510569,459039,586,53.04,25.9,profil 2
510569,459039,586,108.14,22.34,profil 2
510569,459039,586,247.76,22.87,profil 2
510569,459039,586,432.03,18.2,profil 2
510569,459039,586,1597.81,13.97,profil 2
510569,459039,586,1337.37,15.92,profil 2
510569,459039,586,698.51,16.65,profil 2
510569,459039,586,378.84,12.8,profil 2
510569,459039,586,344.88,11.42,profil 2
510569,459039,586,322.44,13.53,profil 2
510622,459038,581,67.57,23.69,profil 2
510622,459038,581,152.74,23.45,profil 2
510622,459038,581,308.05,18.89,profil 2
510622,459038,581,1215.24,14.33,profil 2
510622,459038,581,1099.49,16.33,profil 2
510622,459038,581,591.77,17.41,profil 2
510622,459038,581,331.15,12.61,profil 2
510622,459038,581,309.72,13.61,profil 2
510622,459038,581,285.79,13.72,profil 2
510622,459038,581,190.4,19.57,profil 2
510622,459038,581,67.78,23.62,profil 2
510622,459038,581,153.22,23.46,profil 2
510622,459038,581,309.04,18.85,profil 2
510622,459038,581,1218.94,14.25,profil 2
510622,459038,581,1102.99,16.51,profil 2
510622,459038,581,593.5,17.48,profil 2
510622,459038,581,332.37,12.87,profil 2
510622,459038,581,312.2,12.69,profil 2
510622,459038,581,284.64,13.81,profil 2
510622,459038,581,191.39,18.36,profil 2
510668,459038,577,84.54,23.76,profil 2
510668,459038,577,198.2,19.99,profil 2
510668,459038,577,888.64,14.94,profil 2
510668,459038,577,900.57,17.23,profil 2
510668,459038,577,504.83,17.67,profil 2
510668,459038,577,294.84,13.03,profil 2
510668,459038,577,284.65,13.57,profil 2
510668,459038,577,254.55,16.23,profil 2
510668,459038,577,180.1,19.8,profil 2
510668,459038,577,515.07,22.75,profil 2
510668,459038,577,84.56,23.88,profil 2
510668,459038,577,198.64,20.11,profil 2
510668,459038,577,889.66,15.01,profil 2
510668,459038,577,901.48,17.35,profil 2
510668,459038,577,505.33,17.52,profil 2
510668,459038,577,295.41,14.16,profil 2
510668,459038,577,284.53,13.57,profil 2
510668,459038,577,255.26,17.44,profil 2
510668,459038,577,179.51,17.35,profil 2
510668,459038,577,515.25,22.77,profil 2
510668,459038,577,84.42,23.82,profil 2
510668,459038,577,198.69,20.09,profil 2
510668,459038,577,888.89,15.01,profil 2
510668,459038,577,900.68,17.28,profil 2
510668,459038,577,504.97,17.57,profil 2
510668,459038,577,294.92,13.37,profil 2
510668,459038,577,284.45,13.93,profil 2
510668,459038,577,254.85,16.26,profil 2
510668,459038,577,179.62,18.78,profil 2
510668,459038,577,515.01,23.59,profil 2
510719,459039,575,107.42,22.22,profil 2
510719,459039,575,625.52,15.74,profil 2
510719,459039,575,749.1,17.91,profil 2
510719,459039,575,447.25,17.87,profil 2
510719,459039,575,275.04,14.51,profil 2
510719,459039,575,275.22,14.73,profil 2
510719,459039,575,235.61,17.06,profil 2
510719,459039,575,178.89,18.02,profil 2
510719,459039,575,471.46,23.78,profil 2
510719,459039,575,195.12,22.52,profil 2
510719,459039,575,107.43,21.06,profil 2
510719,459039,575,625.99,15.7,profil 2
510719,459039,575,749.55,17.87,profil 2
510719,459039,575,447.55,18.0,profil 2
510719,459039,575,275.1,13.45,profil 2
510719,459039,575,275.48,15.38,profil 2
510719,459039,575,235.46,18.22,profil 2
510719,459039,575,179.33,20.06,profil 2
510719,459039,575,471.86,22.99,profil 2
510719,459039,575,198.9,22.39,profil 2
510719,459039,575,107.64,20.26,profil 2
510719,459039,575,626.25,15.49,profil 2
510719,459039,575,750.1,17.85,profil 2
510719,459039,575,447.95,17.57,profil 2
510719,459039,575,274.99,14.47,profil 2
510719,459039,575,275.25,15.43,profil 2
510719,459039,575,235.71,16.69,profil 2
510719,459039,575,178.7,20.24,profil 2
510719,459039,575,472.09,22.96,profil 2
510719,459039,575,195.6,25.61,profil 2
510770,459039,578,488.4,15.48,profil 2
510770,459039,578,786.18,17.48,profil 2
510770,459039,578,508.59,17.42,profil 2
510770,459039,578,326.77,14.28,profil 2
510770,459039,578,338.4,15.87,profil 2
510770,459039,578,269.56,18.79,profil 2
510770,459039,578,225.4,19.91,profil 2
510770,459039,578,506.32,24.54,profil 2
510770,459039,578,299.93,19.15,profil 2
510770,459039,578,108.83,13.96,profil 2
510770,459039,578,487.7,15.52,profil 2
510770,459039,578,784.94,17.53,profil 2
510770,459039,578,507.92,17.52,profil 2
510770,459039,578,326.17,14.16,profil 2
510770,459039,578,337.73,15.73,profil 2
510770,459039,578,269.31,18.79,profil 2
510770,459039,578,224.93,20.8,profil 2
510770,459039,578,505.1,23.68,profil 2
510770,459039,578,299.81,20.96,profil 2
510770,459039,578,109.11,15.02,profil 2
510817,459036,571,722.37,14.51,profil 2
510817,459036,571,542.0,15.35,profil 2
510817,459036,571,342.22,11.43,profil 2
510817,459036,571,362.18,13.32,profil 2
510817,459036,571,281.98,17.0,profil 2
510817,459036,571,249.69,17.33,profil 2
510817,459036,571,491.04,21.03,profil 2
510817,459036,571,363.05,19.72,profil 2
510817,459036,571,199.52,13.96,profil 2
510817,459036,571,102.37,11.25,profil 2
510817,459036,571,721.93,14.58,profil 2
510817,459036,571,541.6,15.3,profil 2
510817,459036,571,342.04,11.42,profil 2
510817,459036,571,361.87,13.56,profil 2
510817,459036,571,281.79,17.13,profil 2
510817,459036,571,249.69,17.66,profil 2
510817,459036,571,490.46,20.85,profil 2
510817,459036,571,362.91,19.71,profil 2
510817,459036,571,199.26,14.97,profil 2
510817,459036,571,102.22,10.0,profil 2
510817,459036,571,723.22,14.57,profil 2
510817,459036,571,542.57,15.28,profil 2
510817,459036,571,342.6,11.67,profil 2
510817,459036,571,362.57,13.14,profil 2
510817,459036,571,282.27,17.16,profil 2
510817,459036,571,249.99,16.92,profil 2
510817,459036,571,491.39,21.17,profil 2
510817,459036,571,363.49,20.74,profil 2
510817,459036,571,199.43,12.59,profil 2
510817,459036,571,102.16,10.34,profil 2
510870,459035,578,1718.14,14.1,profil 2
510870,459035,578,963.77,8.72,profil 2
510870,459035,578,919.95,9.22,profil 2
510870,459035,578,660.21,13.01,profil 2
510870,459035,578,568.51,12.3,profil 2
510870,459035,578,926.84,17.87,profil 2
510870,459035,578,790.13,16.15,profil 2
510870,459035,578,665.49,12.05,profil 2
510870,459035,578,495.13,15.3,profil 2
510870,459035,578,808.66,10.79,profil 2
510870,459035,578,1717.56,14.12,profil 2
510870,459035,578,963.44,8.74,profil 2
510870,459035,578,919.64,9.18,profil 2
510870,459035,578,659.89,13.05,profil 2
510870,459035,578,568.67,12.73,profil 2
510870,459035,578,925.92,17.23,profil 2
510870,459035,578,789.88,15.93,profil 2
510870,459035,578,665.6,11.62,profil 2
510870,459035,578,1717.82,14.1,profil 2
510870,459035,578,963.62,8.7,profil 2
510870,459035,578,919.82,9.28,profil 2
510870,459035,578,659.94,13.02,profil 2
510870,459035,578,568.67,12.45,profil 2
510870,459035,578,926.4,17.55,profil 2
510870,459035,578,790.26,16.07,profil 2
510870,459035,578,665.39,11.99,profil 2
510870,459035,578,495.13,12.82,profil 2
510870,459035,578,808.9,13.05,profil 2
510923,459037,581,678.48,10.56,profil 2
510923,459037,581,815.11,9.47,profil 2
510923,459037,581,1020.3,12.8,profil 2
510923,459037,581,1882.22,15.24,profil 2
510923,459037,581,889.75,16.34,profil 2
510923,459037,581,803.42,11.79,profil 2
510923,459037,581,625.77,13.0,profil 2
510923,459037,581,968.09,13.28,profil 2
510923,459037,581,1178.21,15.32,profil 2
510923,459037,581,678.83,10.6,profil 2
510923,459037,581,815.54,9.47,profil 2
510923,459037,581,661.62,12.92,profil 2
510923,459037,581,598.71,12.72,profil 2
510923,459037,581,985.35,17.51,profil 2
510923,459037,581,889.94,16.51,profil 2
510923,459037,581,804.21,11.81,profil 2
510923,459037,581,626.09,13.27,profil 2
510923,459037,581,968.7,14.21,profil 2
510923,459037,581,1180.07,15.05,profil 2
510969,459040,577,480.22,11.36,profil 2
510969,459040,577,496.16,13.23,profil 2
510969,459040,577,442.33,12.86,profil 2
510969,459040,577,876.21,17.32,profil 2
510969,459040,577,630.22,16.38,profil 2
510969,459040,577,728.26,12.43,profil 2
510969,459040,577,588.04,13.79,profil 2
510969,459040,577,895.55,12.94,profil 2
510969,459040,577,1177.19,15.8,profil 2
510969,459040,577,991.51,16.55,profil 2
511020,459042,577,605.54,19.38,profil 2
511020,459042,577,371.17,11.84,profil 2
511020,459042,577,613.88,17.39,profil 2
511020,459042,577,498.65,17.13,profil 2
511020,459042,577,635.24,11.54,profil 2
511020,459042,577,519.93,13.5,profil 2
511020,459042,577,793.86,13.33,profil 2
511020,459042,577,1083.04,15.26,profil 2
511020,459042,577,1031.83,18.8,profil 2
511020,459042,577,1206.06,13.39,profil 2
511020,459042,577,606.98,19.3,profil 2
511020,459042,577,372.02,11.87,profil 2
511020,459042,577,615.23,17.3,profil 2
511020,459042,577,499.82,17.02,profil 2
511020,459042,577,636.67,11.59,profil 2
511020,459042,577,521.12,13.45,profil 2
511020,459042,577,795.37,13.03,profil 2
511020,459042,577,1085.37,15.59,profil 2
511020,459042,577,1035.46,17.2,profil 2
511020,459042,577,1207.77,14.83,profil 2
511071,459043,576,487.65,15.76,profil 2
511071,459043,576,456.67,16.09,profil 2
511071,459043,576,477.43,15.97,profil 2
511071,459043,576,512.94,12.69,profil 2
511071,459043,576,448.43,13.69,profil 2
511071,459043,576,687.96,13.52,profil 2
511071,459043,576,952.96,15.35,profil 2
511071,459043,576,488.68,15.69,profil 2
511071,459043,576,457.64,16.04,profil 2
511071,459043,576,478.46,16.0,profil 2
511071,459043,576,513.96,12.52,profil 2
511071,459043,576,449.42,13.73,profil 2
511071,459043,576,689.63,13.46,profil 2
511071,459043,576,954.77,15.18,profil 2
511071,459043,576,902.1,15.62,profil 2
511071,459043,576,1249.92,15.68,profil 2
511119,459041,576,300.79,15.5,profil 2
511119,459041,576,271.33,15.94,profil 2
511119,459041,576,379.12,13.19,profil 2
511119,459041,576,354.14,14.32,profil 2
511119,459041,576,543.83,14.06,profil 2
511119,459041,576,796.69,15.33,profil 2
511119,459041,576,845.37,16.08,profil 2
511119,459041,576,1115.21,15.43,profil 2
511170,459037,574,214.34,12.79,profil 2
511170,459037,574,315.69,11.59,profil 2
511170,459037,574,314.16,13.44,profil 2
511170,459037,574,449.28,13.31,profil 2
511170,459037,574,733.7,14.54,profil 2
511170,459037,574,712.14,18.05,profil 2
511170,459037,574,214.09,12.77,profil 2
511170,459037,574,315.34,11.68,profil 2
511170,459037,574,313.8,13.29,profil 2
511170,459037,574,448.76,13.57,profil 2
511170,459037,574,733.26,14.63,profil 2
511170,459037,574,702.42,15.52,profil 2
511170,459037,574,1093.28,15.3,profil 2
511229,459038,570,518.93,11.38,profil 2
511229,459038,570,500.46,13.42,profil 2
511229,459038,570,624.54,12.14,profil 2
511229,459038,570,1052.86,14.0,profil 2
511229,459038,570,1020.93,14.17,profil 2
511229,459038,570,1483.8,14.35,profil 2
511270,459038,568,344.69,12.62,profil 2
511270,459038,568,517.2,11.37,profil 2
511270,459038,568,972.62,13.13,profil 2
511270,459038,568,1011.07,13.31,profil 2
511270,459038,568,1493.02,13.55,profil 2
511320,459037,574,416.97,10.41,profil 2
511320,459037,574,904.6,11.82,profil 2
511320,459037,574,1034.3,11.95,profil 2
511320,459037,574,1546.28,12.19,profil 2
511370,459036,568,885.56,10.13,profil 2
511370,459036,568,1188.26,10.51,profil 2
511370,459036,568,1664.02,11.43,profil 2
511420,459045,568,1338.92,7.14,profil 2
511420,459045,568,1968.99,8.79,profil 2
511470,459040,568,1449.93,8.99,profil 2
510571,459054,586,1366.97,13.05,profil 3
510571,459054,586,1853.67,15.39,profil 3
510571,459054,586,749.95,15.61,profil 3
510571,459054,586,360.35,10.83,profil 3
510571,459054,586,261.4,6.85,profil 3
510571,459054,586,390.27,15.72,profil 3
510571,459054,586,65.04,26.93,profil 3
510571,459054,586,117.22,21.83,profil 3
510571,459054,586,388.75,22.23,profil 3
510571,459054,586,464.57,14.97,profil 3
510571,459054,586,1455.82,13.41,profil 3
510571,459054,586,1973.76,15.61,profil 3
510571,459054,586,798.17,15.86,profil 3
510571,459054,586,383.44,10.32,profil 3
510571,459054,586,277.39,8.29,profil 3
510571,459054,586,415.61,14.43,profil 3
510621,459055,583,67.2,22.79,profil 3
510621,459055,583,221.88,22.55,profil 3
510621,459055,583,314.66,15.46,profil 3
510621,459055,583,1069.27,13.72,profil 3
510621,459055,583,1561.83,15.92,profil 3
510621,459055,583,664.37,16.25,profil 3
510621,459055,583,333.96,11.6,profil 3
510621,459055,583,263.22,9.36,profil 3
510621,459055,583,397.06,14.48,profil 3
510621,459055,583,67.52,18.23,profil 3
510621,459055,583,67.1,22.82,profil 3
510621,459055,583,221.58,22.64,profil 3
510621,459055,583,314.17,15.54,profil 3
510621,459055,583,1067.76,13.78,profil 3
510621,459055,583,1559.49,16.03,profil 3
510621,459055,583,663.49,16.34,profil 3
510621,459055,583,333.66,11.81,profil 3
510621,459055,583,262.18,8.66,profil 3
510621,459055,583,397.47,15.39,profil 3
510670,459057,581,121.88,22.6,profil 3
510670,459057,581,206.94,16.2,profil 3
510670,459057,581,792.83,14.25,profil 3
510670,459057,581,1301.1,16.43,profil 3
510670,459057,581,592.72,16.46,profil 3
510670,459057,581,316.85,12.15,profil 3
510670,459057,581,281.76,13.42,profil 3
510670,459057,581,359.61,14.69,profil 3
510670,459057,581,109.63,18.97,profil 3
510670,459057,581,379.35,29.73,profil 3
510670,459057,581,122.14,22.5,profil 3
510670,459057,581,207.37,16.14,profil 3
510670,459057,581,794.63,14.2,profil 3
510670,459057,581,1304.04,16.35,profil 3
510670,459057,581,594.03,16.64,profil 3
510670,459057,581,317.52,12.4,profil 3
510670,459057,581,282.77,13.68,profil 3
510670,459057,581,359.75,13.45,profil 3
510670,459057,581,110.22,19.71,profil 3
510670,459057,581,379.59,29.24,profil 3
510722,459057,581,119.26,16.01,profil 3
510722,459057,581,550.18,14.83,profil 3
510722,459057,581,1103.74,16.82,profil 3
510722,459057,581,555.91,16.88,profil 3
510722,459057,581,321.82,13.42,profil 3
510722,459057,581,324.15,14.14,profil 3
510722,459057,581,342.03,17.16,profil 3
510722,459057,581,127.88,18.41,profil 3
510722,459057,581,394.69,27.86,profil 3
510722,459057,581,293.17,28.23,profil 3
510772,459060,581,407.07,14.5,profil 3
510772,459060,581,1161.96,16.14,profil 3
510772,459060,581,700.07,16.17,profil 3
510772,459060,581,413.9,13.65,profil 3
510772,459060,581,521.28,15.63,profil 3
510772,459060,581,407.18,18.01,profil 3
510772,459060,581,261.29,20.18,profil 3
510772,459060,581,484.95,24.77,profil 3
510772,459060,581,374.44,25.17,profil 3
510772,459060,581,406.75,14.51,profil 3
510772,459060,581,1161.01,16.13,profil 3
510772,459060,581,699.49,16.18,profil 3
510772,459060,581,413.52,13.63,profil 3
510772,459060,581,520.37,15.32,profil 3
510772,459060,581,407.36,18.93,profil 3
510772,459060,581,261.04,19.83,profil 3
510772,459060,581,484.75,25.44,profil 3
510772,459060,581,299.86,28.18,profil 3
510772,459060,581,90.42,11.65,profil 3
510824,459058,573,1028.08,13.77,profil 3
510824,459058,573,647.2,13.71,profil 3
510824,459058,573,477.77,10.64,profil 3
510824,459058,573,493.48,12.89,profil 3
510824,459058,573,400.21,16.97,profil 3
510824,459058,573,283.06,17.21,profil 3
510824,459058,573,540.88,21.39,profil 3
510824,459058,573,423.24,21.42,profil 3
510824,459058,573,194.99,9.89,profil 3
510824,459058,573,1031.27,13.73,profil 3
510824,459058,573,649.2,13.67,profil 3
510824,459058,573,479.3,10.65,profil 3
510824,459058,573,494.94,12.96,profil 3
510824,459058,573,401.39,16.25,profil 3
510824,459058,573,283.93,17.03,profil 3
510824,459058,573,542.98,21.77,profil 3
510824,459058,573,424.62,21.01,profil 3
510824,459058,573,70.19,9.6,profil 3
510824,459058,573,153.48,7.72,profil 3
510872,459059,578,1003.8,13.39,profil 3
510872,459059,578,689.61,8.4,profil 3
510872,459059,578,815.61,9.78,profil 3
510872,459059,578,508.58,14.04,profil 3
510872,459059,578,479.81,13.09,profil 3
510872,459059,578,732.01,18.51,profil 3
510872,459059,578,642.8,17.34,profil 3
510872,459059,578,356.97,9.3,profil 3
510872,459059,578,487.96,11.51,profil 3
510872,459059,578,403.77,14.94,profil 3
510872,459059,578,1001.32,13.45,profil 3
510872,459059,578,687.9,8.46,profil 3
510872,459059,578,813.63,9.84,profil 3
510872,459059,578,507.28,13.98,profil 3
510872,459059,578,478.64,13.53,profil 3
510872,459059,578,730.4,18.66,profil 3
510872,459059,578,641.14,17.14,profil 3
510872,459059,578,356.67,9.54,profil 3
510872,459059,578,486.44,10.76,profil 3
510872,459059,578,402.57,12.58,profil 3
510921,459063,579,471.11,1.33,profil 3
510921,459063,579,1302.75,20.68,profil 3
510921,459063,579,759.58,13.8,profil 3
510921,459063,579,562.09,13.6,profil 3
510921,459063,579,849.56,18.36,profil 3
510921,459063,579,788.8,17.17,profil 3
510921,459063,579,568.57,11.25,profil 3
510921,459063,579,702.45,13.06,profil 3
510921,459063,579,756.39,14.36,profil 3
510921,459063,579,849.8,16.94,profil 3
510921,459063,579,616.1,11.02,profil 3
510921,459063,579,872.9,9.63,profil 3
510921,459063,579,760.96,13.65,profil 3
510921,459063,579,563.16,13.37,profil 3
510921,459063,579,851.43,18.07,profil 3
510921,459063,579,790.21,16.82,profil 3
510921,459063,579,569.72,11.12,profil 3
510921,459063,579,703.66,12.43,profil 3
510921,459063,579,758.33,13.97,profil 3
510921,459063,579,849.8,16.14,profil 3
510969,459060,579,577.51,11.76,profil 3
510969,459060,579,470.09,13.86,profil 3
510969,459060,579,448.65,13.49,profil 3
510969,459060,579,697.78,18.35,profil 3
510969,459060,579,689.14,16.89,profil 3
510969,459060,579,529.55,12.06,profil 3
510969,459060,579,682.82,13.66,profil 3
510969,459060,579,692.03,14.41,profil 3
510969,459060,579,952.3,15.7,profil 3
510969,459060,579,609.27,21.04,profil 3
511018,459062,580,362.97,19.91,profil 3
511018,459062,580,306.66,13.25,profil 3
511018,459062,580,503.01,18.08,profil 3
511018,459062,580,539.37,16.78,profil 3
511018,459062,580,457.03,11.32,profil 3
511018,459062,580,571.94,13.28,profil 3
511018,459062,580,648.16,13.9,profil 3
511018,459062,580,835.33,16.08,profil 3
511018,459062,580,673.97,16.92,profil 3
511018,459062,580,1012.5,16.39,profil 3
511018,459062,580,363.34,19.83,profil 3
511018,459062,580,306.96,13.24,profil 3
511018,459062,580,503.47,17.99,profil 3
511018,459062,580,539.81,16.67,profil 3
511018,459062,580,458.01,11.49,profil 3
511018,459062,580,571.07,12.81,profil 3
511018,459062,580,648.58,13.57,profil 3
511018,459062,580,835.46,15.08,profil 3
511018,459062,580,674.47,17.02,profil 3
511018,459062,580,1010.92,15.71,profil 3
511073,459060,579,339.63,15.63,profil 3
511073,459060,579,391.31,17.73,profil 3
511073,459060,579,466.56,16.56,profil 3
511073,459060,579,367.48,11.84,profil 3
511073,459060,579,530.05,13.52,profil 3
511073,459060,579,567.76,14.2,profil 3
511073,459060,579,788.46,14.98,profil 3
511073,459060,579,683.02,16.83,profil 3
511073,459060,579,1072.48,16.81,profil 3
511073,459060,579,339.21,15.56,profil 3
511073,459060,579,390.86,17.65,profil 3
511073,459060,579,466.16,16.4,profil 3
511073,459060,579,367.26,11.5,profil 3
511073,459060,579,529.56,13.74,profil 3
511073,459060,579,567.55,13.49,profil 3
511073,459060,579,789.73,15.46,profil 3
511073,459060,579,682.79,15.5,profil 3
511073,459060,579,1072.39,15.62,profil 3
511120,459058,578,275.34,17.07,profil 3
511120,459058,578,335.61,16.24,profil 3
511120,459058,578,300.08,12.37,profil 3
511120,459058,578,434.82,13.85,profil 3
511120,459058,578,467.05,14.56,profil 3
511120,459058,578,736.73,15.86,profil 3
511120,459058,578,597.6,14.7,profil 3
511120,459058,578,1057.15,17.18,profil 3
511120,459058,578,275.47,17.14,profil 3
511120,459058,578,335.79,16.27,profil 3
511120,459058,578,300.24,12.19,profil 3
511120,459058,578,435.33,14.54,profil 3
511120,459058,578,467.26,14.5,profil 3
511120,459058,578,737.51,15.69,profil 3
511120,459058,578,600.4,18.54,profil 3
511120,459058,578,1055.56,15.36,profil 3
511170,459060,578,338.64,12.72,profil 3
511170,459060,578,278.45,10.02,profil 3
511170,459060,578,395.84,13.0,profil 3
511170,459060,578,417.57,13.24,profil 3
511170,459060,578,694.62,14.43,profil 3
511170,459060,578,583.44,16.16,profil 3
511170,459060,578,337.84,12.76,profil 3
511170,459060,578,277.8,10.09,profil 3
511170,459060,578,394.95,13.03,profil 3
511170,459060,578,416.58,13.35,profil 3
511170,459060,578,693.07,14.75,profil 3
511170,459060,578,581.69,16.02,profil 3
511170,459060,578,991.19,15.03,profil 3
511221,459060,577,325.02,10.69,profil 3
511221,459060,577,519.65,13.45,profil 3
511221,459060,577,528.46,13.51,profil 3
511221,459060,577,923.65,13.93,profil 3
511221,459060,577,796.82,15.14,profil 3
511221,459060,577,1302.66,14.59,profil 3
511270,459061,573,378.52,12.41,profil 3
511270,459061,573,838.05,14.06,profil 3
511270,459061,573,1396.94,13.5,profil 3
511270,459061,573,377.74,12.5,profil 3
511270,459061,573,454.99,12.3,profil 3
511270,459061,573,900.54,13.17,profil 3
511270,459061,573,836.36,14.01,profil 3
511270,459061,573,1394.04,13.45,profil 3
511372,459061,573,328.86,11.0,profil 3
511372,459061,573,816.02,11.73,profil 3
511372,459061,573,834.68,12.63,profil 3
511372,459061,573,1443.63,12.02,profil 3
511372,459061,573,1009.18,9.83,profil 3
511372,459061,573,1138.93,11.12,profil 3
511372,459061,573,1811.38,11.06,profil 3
511420,459062,569,1105.07,7.99,profil 3
511420,459062,569,2011.83,8.47,profil 3
511520,459059,564,1566.58,8.61,profil 3
511021,458749,564,220.74,7.94,profil 5
511021,458749,564,341.38,8.37,profil 5
511021,458749,564,563.89,10.39,profil 5
511021,458749,564,728.05,13.24,profil 5
511021,458749,564,875.65,14.83,profil 5
511021,458749,564,1259.43,13.99,profil 5
511021,458749,564,1092.21,15.02,profil 5
511021,458749,564,878.69,18.72,profil 5
511021,458749,564,958.07,17.34,profil 5
511021,458749,564,1010.46,16.81,profil 5
511014,458800,566,192.13,7.44,profil 5
511014,458800,566,408.44,8.94,profil 5
511014,458800,566,605.44,11.91,profil 5
511014,458800,566,769.93,13.36,profil 5
511014,458800,566,1155.03,12.63,profil 5
511014,458800,566,1032.93,13.75,profil 5
511014,458800,566,835.99,17.92,profil 5
511014,458800,566,895.48,16.45,profil 5
511014,458800,566,1107.91,15.73,profil 5
511014,458800,566,690.65,13.67,profil 5
511014,458800,566,191.91,7.47,profil 5
511014,458800,566,407.98,8.98,profil 5
511014,458800,566,604.75,11.95,profil 5
511014,458800,566,769.09,13.35,profil 5
511014,458800,566,1153.73,12.72,profil 5
511014,458800,566,1031.82,13.72,profil 5
511014,458800,566,835.18,17.84,profil 5
511014,458800,566,894.35,16.75,profil 5
511014,458800,566,1106.36,15.64,profil 5
511014,458800,566,689.93,13.94,profil 5
511013,458849,567,203.95,8.48,profil 5
511013,458849,567,446.31,11.24,profil 5
511013,458849,567,595.24,12.22,profil 5
511013,458849,567,989.75,11.67,profil 5
511013,458849,567,923.78,12.74,profil 5
511013,458849,567,756.11,17.22,profil 5
511013,458849,567,828.28,16.26,profil 5
511013,458849,567,1066.35,15.15,profil 5
511013,458849,567,749.95,13.01,profil 5
511013,458849,567,961.45,14.37,profil 5
511013,458849,567,203.43,8.47,profil 5
511013,458849,567,445.17,11.23,profil 5
511013,458849,567,593.7,12.29,profil 5
511013,458849,567,987.21,11.64,profil 5
511013,458849,567,921.31,12.54,profil 5
511013,458849,567,754.32,17.45,profil 5
511013,458849,567,826.24,16.65,profil 5
511013,458849,567,1064.25,14.85,profil 5
511013,458849,567,747.23,12.68,profil 5
511013,458849,567,958.68,14.25,profil 5
511010,458900,569,312.36,11.36,profil 5
511010,458900,569,435.09,10.9,profil 5
511010,458900,569,867.01,10.22,profil 5
511010,458900,569,751.19,11.49,profil 5
511010,458900,569,686.53,16.59,profil 5
511010,458900,569,773.81,15.86,profil 5
511010,458900,569,1624.74,13.87,profil 5
511010,458900,569,1902.6,12.92,profil 5
511010,458900,569,547.07,11.34,profil 5
511010,458900,569,312.26,11.37,profil 5
511010,458900,569,434.97,10.93,profil 5
511010,458900,569,866.75,10.18,profil 5
511010,458900,569,750.87,11.45,profil 5
511010,458900,569,686.35,16.53,profil 5
511010,458900,569,773.57,15.67,profil 5
511010,458900,569,1057.8,14.69,profil 5
511010,458900,569,728.53,12.5,profil 5
511010,458900,569,991.62,13.67,profil 5
511010,458900,569,548.0,10.33,profil 5
511011,458949,574,366.45,13.43,profil 5
511011,458949,574,735.08,9.64,profil 5
511011,458949,574,693.98,10.64,profil 5
511011,458949,574,644.25,16.28,profil 5
511011,458949,574,742.62,15.81,profil 5
511011,458949,574,1088.1,14.82,profil 5
511011,458949,574,737.69,12.28,profil 5
511011,458949,574,1029.72,13.63,profil 5
511011,458949,574,607.2,11.39,profil 5
511011,458949,574,726.11,14.11,profil 5
511010,458997,574,316.9,10.52,profil 5
511010,458997,574,570.32,10.28,profil 5
511010,458997,574,518.33,16.37,profil 5
511010,458997,574,644.87,16.34,profil 5
511010,458997,574,1024.03,15.27,profil 5
511010,458997,574,694.67,12.47,profil 5
511010,458997,574,999.28,13.81,profil 5
511010,458997,574,1245.22,13.28,profil 5
511010,458997,574,1784.46,16.22,profil 5
511010,458997,574,316.24,10.45,profil 5
511010,458997,574,569.14,10.25,profil 5
511010,458997,574,517.26,16.17,profil 5
511010,458997,574,643.6,16.3,profil 5
511010,458997,574,1021.86,15.27,profil 5
511010,458997,574,693.23,12.44,profil 5
511010,458997,574,997.2,13.76,profil 5
511010,458997,574,567.35,11.54,profil 5
511010,458997,574,844.2,14.68,profil 5
511010,458997,574,749.29,18.01,profil 5
511016,459050,576,391.94,13.78,profil 5
511016,459050,576,443.4,15.6,profil 5
511016,459050,576,571.78,16.37,profil 5
511016,459050,576,997.92,16.02,profil 5
511016,459050,576,685.09,12.06,profil 5
511016,459050,576,1017.23,14.22,profil 5
511016,459050,576,590.33,10.83,profil 5
511016,459050,576,792.84,15.85,profil 5
511016,459050,576,921.4,16.29,profil 5
511016,459050,576,1056.28,17.76,profil 5
511016,459050,576,391.67,13.72,profil 5
511016,459050,576,443.11,15.59,profil 5
511016,459050,576,571.46,16.48,profil 5
511016,459050,576,997.38,15.82,profil 5
511016,459050,576,684.25,12.15,profil 5
511016,459050,576,1016.7,14.0,profil 5
511016,459050,576,589.67,11.41,profil 5
511016,459050,576,792.77,15.92,profil 5
511016,459050,576,920.63,16.77,profil 5
511016,459050,576,1055.73,17.71,profil 5
511018,459099,577,196.17,16.87,profil 5
511018,459099,577,403.81,16.51,profil 5
511018,459099,577,785.06,15.68,profil 5
511018,459099,577,558.7,12.53,profil 5
511018,459099,577,909.46,14.13,profil 5
511018,459099,577,534.03,11.22,profil 5
